taxon_oid	Domain	Status	Phylum	Class	Order	Family	Genus	Species	NCBI Taxon ID	RefSeq Project ID	GenBank Project ID	Strain	Proposal GOLD ID	Bioproject Accession	Biotic Relationships	Genome Size	Gene Count	Scaffold Count	GC Count	Coding Base Count	N50
650716081	Bacteria	Finished	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Ramlibacter	tataouinensis	365046	68279	16294	TTB310	Gc01801	PRJNA16294	Free living	4070193	3926	1	2849001	3763537	4070193
637000235	Bacteria	Finished	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Rhodoferax	ferrireducens	338969	58353	13908	T118	Gc00359	PRJNA13908	Free living	4969784	4561	2	2961794	4491067	4712337
2558309000	Bacteria	Permanent Draft	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Simplicispira	psychrophila	1123255	0	0	DSM 11588	Gi11904	PRJNA221061		3600773	3360	38	2213299	3268513	204299
2523231025	Bacteria	Permanent Draft	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	unclassified	unclassified	1298913	0	0	URHA0028	Gi22167	PRJNA190842		4904121	4737	14	3336218	4529169	904037
2528311013	Bacteria	Finished	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax	paradoxus	1157708	0	0	B4	Gc0009949	PRJNA178088	Free living	7148516	6844	2	4800673	6636360	5795261
649633106	Bacteria	Finished	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax	paradoxus	595537	62107	43457	EPS	Gc01580	PRJNA43457	Free living	6550056	6086	1	4354459	6056377	6550056
644736413	Bacteria	Finished	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax	paradoxus	543728	59437	30453	S110	Gc01030	PRJNA30453	Free living	6754997	6450	2	4562071	6236069	5626353
2517572245	Bacteria	Permanent Draft	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax	paradoxus	1150395	0	0	4MFCol3.1	Gi14832	PRJNA178041		7011730	6601	67	4734238	6452104	308050
2519899633	Bacteria	Permanent Draft	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax	paradoxus	1157708	0	0	110B	Gi14892	PRJNA185299		7515890	7002	48	5090439	6855142	406258
2513020051	Bacteria	Draft	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax	unclassified	34073	0	0	CF313	Gi17896	PRJNA83053		6053213	5732	276	4043432	5551507	61447
2556921005	Bacteria	Permanent Draft	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax	unclassified	1380385	0	0	URHB0020	Gi0051590	PRJNA213773		6632341	6391	41	4281011	6038067	398350
639633065	Bacteria	Finished	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Verminephrobacter	eiseniae	391735	58675	17187	EF01-2	Gc00490	PRJNA17187	Symbiotic	5597943	5115	2	3652205	5052777	5566749
641522635	Bacteria	Finished	Proteobacteria	Betaproteobacteria	Burkholderiales	Leptothrix	Leptothrix	cholodnii	395495	58971	20039	SP-6	Gc00751	PRJNA20039	Free living	4909403	4420	1	3382563	4522969	4909403
640069319	Bacteria	Finished	Proteobacteria	Betaproteobacteria	Burkholderiales	Methylibium	Methylibium	petroleiphilum	420662	58085	10789	PM1	Gc00501	PRJNA10789	Free living	4643639	4601	2	3193983	4272960	4044195
650716028	Bacteria	Finished	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Collimonas	fungivorans	1005048	70793	65451	Ter331	Gc01900	PRJNA65451		5186898	4493	1	3089111	4570110	5186898
2518645587	Bacteria	Permanent Draft	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Duganella	zoogloeoides	1261617	0	0	ATCC 25935	Gi15299	PRJNA181376		6276782	5438	25	3994243	5726628	707523
648028033	Bacteria	Finished	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Herbaspirillum	seropedicae	757424	50427	47945	SmR1	Gc01315	PRJNA47945	Free living	5513887	4799	1	3496056	4885988	5513887
2511231003	Bacteria	Draft	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Herbaspirillum	unclassified	964	0	0	CF444	Gi17038	PRJNA83061		5606035	5064	171	3348974	4931047	82125
2521172590	Bacteria	Draft	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Herbaspirillum	unclassified	1175306	0	0	GW103	Gi17654	PRJNA158921		5047645	4717	6	3152667	4407889	1106165
640069313	Bacteria	Finished	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Herminiimonas	arsenicoxydans	204773	58291	13467	ULPAs1	Gc00526	PRJNA13467	Free living	3424307	3399	1	1859225	3029894	3424307
2516653037	Bacteria	Draft	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Janthinobacterium	lividum	1112211	0	0	PAMC 25724	Gi13621	PRJNA76625		4984958	4546	48	3021038	4398780	245391
640753030	Bacteria	Finished	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Janthinobacterium	unclassified	375286	58603	16549	Marseille	Gc00613	PRJNA16549	Free living	4110251	3763	1	2229161	3679088	4110251
2516493029	Bacteria	Permanent Draft	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Janthinobacterium	unclassified	1075768	0	0	CG3	Gi13757	PRJNA82851		6265216	5535	7	4103744	5579794	5549265
2523231079	Bacteria	Permanent Draft	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Janthinobacterium	unclassified	29580	0	0	HH01	Gi0006249	PRJNA168352	Free living	7114674	6100	2	4568951	6553404	4208813
2513237112	Bacteria	Permanent Draft	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	alkalitolerans	1111733	0	0	DSM 17462	Gi11661	PRJNA163031	Free living	6113501	5501	76	3991987	5511321	160540
2521172636	Bacteria	Permanent Draft	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	niastensis	1122215	0	0	DSM 21313	Gi11662	PRJNA187115		6596637	5888	140	4368381	5920238	96666
2531839286	Bacteria	Draft	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	timonae	883126	0	0	CCUG 45783	Gi07367	PRJNA52185		6038400	5317	76	3950946	5440795	179428
646206250	Bacteria	Draft	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Oxalobacter	formigenes	556268	55623	32497	HOxBLS	Gi03450	PRJNA32497	Free living	2509362	2171	19	1298701	2063805	2490475
646206265	Bacteria	Draft	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Oxalobacter	formigenes	556269	55625	32499	OXCC13	Gi03449	PRJNA32499	Free living	2436766	2124	9	1199144	2088792	2424267
2522125015	Bacteria	Permanent Draft	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	unclassified	unclassified	1158293	0	0	AB_14	Gi10894	PRJNA183351	Free living	7031079	6242	6	4522646	6450551	3786859
651324096	Bacteria	Draft	Proteobacteria	Betaproteobacteria	Burkholderiales	Rubrivivax	Rubrivivax	benzoatilyticus	987059	66743	63127	JA2	Gi09049	PRJNA63127		4129939	3947	164	2955822	3771625	43528
2523533586	Bacteria	Permanent Draft	Proteobacteria	Betaproteobacteria	Burkholderiales	Rubrivivax	Rubrivivax	benzoatilyticus	987059	0	0	JA2	Gi21332	PRJNA183033		4165820	3871	59	2979861	3850303	174073
2513237199	Bacteria	Finished	Proteobacteria	Betaproteobacteria	Burkholderiales	Rubrivivax	Rubrivivax	gelatinosus	983917	158163	62703	IL144	Gc02185	PRJNA62703	Free living	5043253	4766	1	3592972	4705045	5043253
2503128008	Bacteria	Draft	Proteobacteria	Betaproteobacteria	Burkholderiales	Sphaerotilus	Sphaerotilus	natans	34103	0	0		Gi0000885			4683010	4364	198	3259149	4293920	64234
651324084	Bacteria	Draft	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Parasutterella	excrementihominis	762966	66383	48497	YIT 11859	Gi05921	PRJNA48497		2831860	2810	103	1363363	2550821	68820
2531839589	Bacteria	Draft	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella	wadsworthensis	742823	0	0	2_1_59BFAA	Gi06013	PRJNA46431	Free living	2665453	2448	59	1641942	2290542	71256
649990021	Bacteria	Draft	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella	wadsworthensis	742821	62165	46429	3_1_45B	Gi06012	PRJNA46429	Free living	2958117	2444	61	1630666	2515784	104955
2541047009	Bacteria	Draft	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella	wadsworthensis	1203554	0	0	HGA0223	Gi16987	PRJNA169488		2949098	2489	39	1620577	2562771	166742
651053077	Bacteria	Finished	Proteobacteria	Betaproteobacteria	Burkholderiales	Thiomonas	Thiomonas	arsenitoxydans	426114	0	50687	3As	Gc01840	PRJEA50687	Free living	3785534	3753	2	2408702	3469252	3738778
646564585	Bacteria	Finished	Proteobacteria	Betaproteobacteria	Burkholderiales	Thiomonas	Thiomonas	intermedia	75379	48825	33641	K12	Gc01349	PRJNA33641	Free living	3462095	3321	3	2209727	3175785	3396378
2523533526	Bacteria	Permanent Draft	Proteobacteria	Betaproteobacteria	Burkholderiales	Thiomonas	Thiomonas	unclassified	1158291	0	0	FB-6	Gi10891	PRJNA178046	Free living	4279748	4082	8	2992178	3908572	3028163
2503283020	Bacteria	Finished	Proteobacteria	Betaproteobacteria	Burkholderiales	unclassified	unclassified	unclassified	80864	0	0		Gi0000865			2991845	2573	1	1767853	2673473	2991845
648861006	Bacteria	Draft	Proteobacteria	Betaproteobacteria	Burkholderiales	unclassified	unclassified	unclassified	469610	51545	41965	1_1_47	Gi03627	PRJNA41965	Free living	2655653	2450	37	1269328	2299613	281297
2508501021	Bacteria	Permanent Draft	Proteobacteria	Betaproteobacteria	Burkholderiales	unclassified	unclassified	unclassified	864051	83013	59875	JOSHI_001	Gi07557	PRJNA59875	Free living	5600627	5022	1	3850815	5141985	5600627
644736333	Bacteria	Finished	Proteobacteria	Betaproteobacteria	Candidatus Accumulibacter	Candidatus Accumulibacter	Candidatus Accumulibacter	phosphatis Type IIA	522306	59207	29435	UW-1	Gc01096			5306133	4790	4	3394294	4767795	5058518
648028028	Bacteria	Finished	Proteobacteria	Betaproteobacteria	Gallionellales	Gallionellaceae	Gallionella	capsiferriformans	395494	51505	32827	ES-2	Gc01436	PRJNA32827	Free living	3162471	3006	1	1668356	2907147	3162471
637000324	Bacteria	Finished	Proteobacteria	Betaproteobacteria	Hydrogenophilales	Hydrogenophilaceae	Thiobacillus	denitrificans	292415	58189	13025	ATCC 25259	Gc00297	PRJNA13025	Free living	2909809	2886	1	1922430	2700629	2909809
2515154078	Bacteria	Permanent Draft	Proteobacteria	Betaproteobacteria	Hydrogenophilales	Hydrogenophilaceae	Thiobacillus	denitrificans	1123392	0	0	DSM 12475	Gi12025	PRJNA169731	Free living	3609948	3651	38	2263384	3280126	390006
2515154076	Bacteria	Permanent Draft	Proteobacteria	Betaproteobacteria	Hydrogenophilales	Hydrogenophilaceae	Thiobacillus	thioparus	1123393	0	0	DSM 505	Gi12026	PRJNA169730		3201518	3197	18	1994510	2937381	286980
637000165	Bacteria	Finished	Proteobacteria	Betaproteobacteria	Methylophilales	Methylophilaceae	Methylobacillus	flagellatus	265072	58049	10647	KT	Gc00367	PRJNA10647	Free living	2971517	2824	1	1655702	2698277	2971517
2518645588	Bacteria	Permanent Draft	Proteobacteria	Betaproteobacteria	Methylophilales	Methylophilaceae	Methylophilus	methylotrophus	1122236	0	0	ATCC 53528	Gi15325	PRJNA181379		2862335	2740	15	1419754	2594904	414718
2516143014	Bacteria	Permanent Draft	Proteobacteria	Betaproteobacteria	Methylophilales	Methylophilaceae	Methylophilus	unclassified	1112274	0	0	5	Gi13775	PRJNA83645		3033021	2900	1	1523985	2759730	3033021
2517093014	Bacteria	Permanent Draft	Proteobacteria	Betaproteobacteria	Methylophilales	Methylophilaceae	Methylophilus	unclassified	1112273	0	0	1	Gi13776	PRJNA171851		2969148	2841	1	1497180	2714758	2969148
2516493012	Bacteria	Permanent Draft	Proteobacteria	Betaproteobacteria	Methylophilales	Methylophilaceae	Methylophilus	unclassified	1115834	0	0	42	Gi13777	PRJNA157219		2968340	2833	1	1497142	2714900	2968340
644736388	Bacteria	Finished	Proteobacteria	Betaproteobacteria	Methylophilales	Methylophilaceae	Methylotenera	mobilis	583345	59373	33319	JLW8	Gc01055	PRJNA33319	Free living	2547570	2400	1	1159404	2300759	2547570
2517287022	Bacteria	Permanent Draft	Proteobacteria	Betaproteobacteria	Methylophilales	Methylophilaceae	Methylotenera	mobilis	1132855	0	0	13	Gi13973	PRJNA165261		2803787	2713	1	1193599	2534094	2803787
2516493026	Bacteria	Permanent Draft	Proteobacteria	Betaproteobacteria	Methylophilales	Methylophilaceae	Methylotenera	unclassified	1131551	0	0	1P/1	Gi14136	PRJNA165587		2747525	2655	1	1253161	2537882	2747525
2519899510	Bacteria	Permanent Draft	Proteobacteria	Betaproteobacteria	Methylophilales	Methylophilaceae	Methylotenera	unclassified	1165096	0	0	73s	Gi18316	PRJNA179466		2608589	2464	1	1093644	2364496	2608589
646564551	Bacteria	Finished	Proteobacteria	Betaproteobacteria	Methylophilales	Methylophilaceae	Methylotenera	versatilis	666681	49469	39983	301	Gc01302	PRJNA39983		3059871	2858	1	1304580	2782992	3059871
2516493010	Bacteria	Permanent Draft	Proteobacteria	Betaproteobacteria	Methylophilales	Methylophilaceae	Methylotenera	versatilis	1115835	0	0	79	Gi13972	PRJNA157083		2604277	2460	1	1091558	2360640	2604277
644736389	Bacteria	Finished	Proteobacteria	Betaproteobacteria	Methylophilales	Methylophilaceae	Methylovorus	glucosetrophus	582744	59367	33241	SIP3-4	Gc01057	PRJNA33241	Free living	3082007	2976	3	1683055	2827974	2995511
649633068	Bacteria	Finished	Proteobacteria	Betaproteobacteria	Methylophilales	Methylophilaceae	Methylovorus	unclassified	887061	60723	52541	MP688	Gc01550	PRJNA52541	Free living	2862391	2765	1	1586854	2581114	2862391
2512564015	Bacteria	Permanent Draft	Proteobacteria	Betaproteobacteria	Methylophilales	Methylophilaceae	unclassified	unclassified	1101195	0	0	11	Gi13773	PRJNA83449		2786829	2656	1	1273742	2581751	2786829
2503283018	Bacteria	Finished	Proteobacteria	Betaproteobacteria	Methylophilales	unclassified	unclassified	unclassified	314607	54261	13602	HIMB624	Gi02451	PRJNA13602	Free living	1333209	1420	1	471303	1284895	1333209
639857020	Bacteria	Draft	Proteobacteria	Betaproteobacteria	Methylophilales	unclassified	unclassified	unclassified	383631	54577	18317	HTCC2181	Gi01433	PRJNA18317	Free living	1304428	1377	3	494773	1239149	1301185
2524614869	Bacteria	Permanent Draft	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Aquaspirillum	serpens	1121004	0	0	DSM 68	Gi11149	PRJNA185548		2618061	2556	120	1303087	2393791	34214
2524614843	Bacteria	Permanent Draft	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Chitinibacter	tainanensis	1121274	0	0	DSM 15459	Gi11250	PRJNA185565		3431836	3268	18	1922932	3109690	476700
2524023225	Bacteria	Permanent Draft	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Chitinilyticum	aquatile	1121275	0	0	DSM 21506	Gi11251	PRJNA188851		3687537	3562	29	2224329	3289818	333859
2524614555	Bacteria	Permanent Draft	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Chitinilyticum	litopenaei	529086	0	0	DSM 21440	Gi11252	PRJNA174984		3970645	3716	87	2484605	3462117	77354
2517572136	Bacteria	Permanent Draft	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Chitiniphilus	shinanonensis	1121280	0	0	DSM 23277	Gi11255	PRJNA175157		4157403	3716	43	2759431	3622776	171450
637000074	Bacteria	Finished	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Chromobacterium	violaceum	243365	58001	444	ATCC 12472	Gc00157	PRJNA444	Free living	4751080	4550	1	3080303	4250899	4751080
2524023156	Bacteria	Permanent Draft	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Conchiformibius	kuhniae	1121351	0	0	DSM 17694	Gi11327	PRJNA185351		2123965	2091	51	1190799	1868650	108101
2556921602	Bacteria	Permanent Draft	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Conchiformibius	steedae	1121352	0	0	DSM 2580	Gi11328	PRJNA220992		2146492	2134	23	1089744	1945621	1188031
2556921014	Bacteria	Permanent Draft	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Deefgea	rivuli	1121375	0	0	DSM 18356	Gi11352	PRJNA220991		3711979	3468	23	1819219	3264699	391390
643886208	Bacteria	Draft	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Eikenella	corrodens	546274	55333	30493	ATCC 23834	Gi03252	PRJNA30493	Free living	2135355	2675	65	1191844	1885050	61747
649989956	Bacteria	Draft	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Kingella	denitrificans	888741	63429	53051	ATCC 33394	Gi04965	PRJNA53051	Free living	2186592	2574	57	1182633	1979560	83225
651324044	Bacteria	Draft	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Kingella	kingae	887327	67095	52985	ATCC 23330	Gi04136	PRJNA52985	Free living	1916770	2156	86	896586	1729132	46046
643886193	Bacteria	Draft	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Kingella	oralis	629741	55763	33145	UB-38, ATCC 51147	Gi03745	PRJNA33145	Free living	2405975	3218	12	1307074	2140065	792850
643692026	Bacteria	Finished	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Laribacter	hongkongensis	557598	59265	30817	HLHK9	Gc00966	PRJNA30817	Free living	3169329	3333	1	1976150	2805309	3169329
2524023164	Bacteria	Permanent Draft	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Laribacter	hongkongensis	1122157	0	0	DSM 14985	Gi11603	PRJNA185634		3110307	3052	40	1940970	2747257	237088
2519899688	Bacteria	Permanent Draft	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Leeia	oryzae	1122158	0	0	DSM 17879	Gi11604	PRJNA182391		3785435	3526	25	2064857	3397257	255009
2556921007	Bacteria	Permanent Draft	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Microvirgula	aerodenitrificans	1122240	0	0	DSM 15089	Gi11689	PRJNA221023		4039307	3824	58	2592488	3623374	170037
643886198	Bacteria	Draft	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	flavescens	546264	55317	30473	NRL30031/H210	Gi03261	PRJNA30473	Free living	2205588	2591	117	1085193	1961382	50659
645058784	Bacteria	Draft	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	flavescens	596320	55859	34085	SK114, JCVIHMP084	Gi03841	PRJNA34085	Free living	2204114	2413	31	1085796	1943060	137644
637000188	Bacteria	Finished	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	gonorrhoeae	242231	57611	23	FA 1090	Gc00258	PRJNA23	Free living	2153922	2081	1	1134894	1706021	2153922
645058715	Bacteria	Draft	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	gonorrhoeae	528347	55653	32789	DGI18	Gi03672	PRJNA32789	Free living	2035914	2186	153	1072547	1722311	23453
645058745	Bacteria	Draft	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	gonorrhoeae	528358	55667	32803	PID332	Gi03679	PRJNA32803	Free living	2101853	2262	168	1103046	1785602	24001
645058713	Bacteria	Draft	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	gonorrhoeae	528352	55657	32793	FA19	Gi03673	PRJNA32793	Free living	2099891	2281	168	1101885	1783572	23079
645951809	Bacteria	Draft	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	gonorrhoeae	528348	55905	34705	DGI2	Gi04206	PRJNA34705	Free living	2093927	2285	134	1099331	1773218	36748
645058731	Bacteria	Draft	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	gonorrhoeae	528355	55663	32799	PID1	Gi03676	PRJNA32799	Free living	2091324	2285	145	1098179	1782547	30641
645058740	Bacteria	Draft	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	gonorrhoeae	528360	55671	32807	SK-93-1035	Gi03681	PRJNA32807	Free living	2049370	2219	156	1076231	1717296	26138
647533187	Bacteria	Draft	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	gonorrhoeae	528351	46993	36329	F62	Gi04231	PRJNA36329	Free living	2158438	2129	59	1114681	1732052	506411
645058714	Bacteria	Draft	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	gonorrhoeae	528353	55655	32791	FA6140	Gi03674	PRJNA32791	Free living	2033960	2193	161	1071412	1723185	23656
647533186	Bacteria	Draft	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	gonorrhoeae	528345	55649	32783	1291	Gi03670	PRJNA32783	Free living	2111705	2155	42	1071037	1746238	626865
645058710	Bacteria	Draft	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	gonorrhoeae	528359	55669	32805	SK-92-679	Gi03680	PRJNA32805	Free living	2068277	2251	197	1087852	1759198	20436
645058750	Bacteria	Draft	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	gonorrhoeae	528356	55661	32797	PID18	Gi03677	PRJNA32797	Free living	2083259	2252	175	1094390	1764705	23398
645058747	Bacteria	Draft	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	gonorrhoeae	528357	55665	32801	PID24-1	Gi03678	PRJNA32801	Free living	2033752	2190	168	1071726	1703900	24454
645058801	Bacteria	Draft	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	gonorrhoeae	528346	55651	32785	35/02	Gi03671	PRJNA32785	Free living	2043737	2216	156	1076274	1738946	23463
649633075	Bacteria	Finished	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	lactamica	489653	60851	13472	020-06	Gc01618	PRJNA13472	Free living	2220606	2049	1	1160822	1855008	2220606
651324075	Bacteria	Draft	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	macacae	997348	70617	64729	ATCC 33926	Gi05722	PRJNA64729		2684890	3064	200	1375436	2303305	24852
637000190	Bacteria	Finished	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	meningitidis	122587	57819	252	Z2491	Gc00030	PRJNA252	Free living	2184406	2227	1	1131722	1817271	2184406
651053049	Bacteria	Finished	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	meningitidis	909420	162083	61079	H44/76	Gc01681	PRJNA61079	Free living	2240883	2096	1	1152854	1841678	2240883
637000189	Bacteria	Finished	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	meningitidis	122586	57817	251	MC58	Gc00026	PRJNA251	Free living	2272360	2226	1	1170898	1884198	2272360
641228498	Bacteria	Finished	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	meningitidis	374833	58587	16393	53442	Gc00691	PRJNA16393	Free living	2153416	2116	1	1113323	1758582	2153416
651053050	Bacteria	Finished	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	meningitidis	935591	162079	61069	M01-240149	Gc01679	PRJNA61069	Free living	2223518	2056	1	1143713	1821428	2223518
651053048	Bacteria	Finished	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	meningitidis	935599	162085	61085	G2136	Gc01682	PRJNA61085	Free living	2184862	2042	1	1129182	1781901	2184862
651053054	Bacteria	Finished	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	meningitidis	942513	162093	61527	WUE 2594	Gc01631	PRJEA61527	Free living	2227255	2137	1	1154679	1868954	2227255
644736394	Bacteria	Finished	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	meningitidis	662598	61649	39689	ST-53 a-14	Gc01068	PRJNA39689	Free living	2145295	1943	1	1114420	1714087	2145295
639633045	Bacteria	Finished	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	meningitidis	272831	57825	255	FAM18	Gc00487	PRJNA255	Free living	2194961	2051	1	1133119	1819744	2194961
651053051	Bacteria	Finished	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	meningitidis	935588	162075	61063	M01-240355	Gc01677	PRJNA61063	Free living	2287777	2094	1	1178177	1861650	2287777
646862337	Bacteria	Finished	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	meningitidis	604162	161967	34687	8013	Gc01183	PRJEA34687	Free living	2277550	2206	1	1171242	1885198	2277550
651053053	Bacteria	Finished	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	meningitidis	935589	162077	61065	NZ-05/33	Gc01678	PRJNA61065	Free living	2248966	2085	1	1154482	1854836	2248966
651053052	Bacteria	Finished	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	meningitidis	935593	162081	61073	M04-240196	Gc01680	PRJNA61073	Free living	2250449	2093	1	1156841	1860854	2250449
2521172593	Bacteria	Draft	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	meningitidis	1095677	0	0	2004090	Gi12832	PRJNA76285		2214190	2168	22	1147453	1831530	178308
2541047190	Bacteria	Draft	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	meningitidis	1145133	0	0	64182	Gi15825	PRJNA83479		2190519	2160	135	1137036	1822761	25688
2529292775	Bacteria	Draft	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	meningitidis	630588	0	0	N1568	Gi04393	PRJNA31305	Free living	2180231	2122	112	1128678	1787793	36547
2541047208	Bacteria	Draft	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	meningitidis	1145152	0	0	NM94	Gi15844	PRJNA83517		2182722	2138	135	1132741	1811632	26830
2541047187	Bacteria	Draft	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	meningitidis	1145129	0	0	63023	Gi15821	PRJNA83471		2248579	2240	141	1166106	1869953	25248
2531839505	Bacteria	Draft	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	meningitidis	1095685	0	0	M7124	Gi12840	PRJNA76301		2196165	2124	25	1135338	1803708	244913
2521172594	Bacteria	Draft	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	meningitidis	1095684	0	0	NM174	Gi12839	PRJNA76299		2180278	2124	19	1127388	1796783	161674
649989976	Bacteria	Draft	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	mucosa	435832	62051	38747	C102	Gi03259	PRJNA38747	Free living	2160730	2083	23	1072070	1882410	252431
647000284	Bacteria	Draft	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	polysaccharea	546267	48625	30479	ATCC 43768	Gi03258	PRJNA30479	Free living	2030958	2634	139	1056124	1820579	38534
